"","Pop1","Pop2","Pop3","Pop4","Pop5"
"256",0,1,1,0,0.482109087944208
"257",0,1,1,0,0.948735905062556
"258",0,1,1,0,0.381222751041387
"259",0,1,1,0,0.952562489314159
"260",0,1,1,0,0.827376207316255
"261",0,1,1,0,0.929915520614995
"262",0,1,1,0,0.564803165973813
"263",0,1,1,0,0.88034996756463
"264",0,1,1,0,0.722756686769845
"265",0,1,1,0,0.660650867986478
"266",0,1,1,0,0.680527031365085
"267",0,1,1,0,0.733488148910543
"268",0,1,1,0,0.835903253480245
"269",0,1,1,0,0.936214521680848
"270",0,1,1,0,0.95402126242938
"271",0,1,1,0,0.778870558609872
"272",0,1,1,0,0.955695230276247
"273",0,1,1,0,0.461731035259984
"274",0,1,1,0,0.583775182045295
"275",0,1,1,0,0.565976515216004
"276",0,1,1,0,0.881750603184155
"277",0,1,1,0,0.453370611417878
"278",0,1,1,0,0.676348884985329
"279",0,1,1,0,0.990039788968292
"280",0,1,1,0,0.412966191829946
"281",0,1,1,0,0.71481601275883
"282",0,1,1,0,0.991296127485865
"283",0,1,1,0,0.93387710124946
"284",0,1,1,0,0.990534046956003
"285",0,1,1,0,0.748430663153615
"286",0,1,1,0,0.701695318479536
"287",0,1,1,0,0.973423952337504
"288",0,1,1,0,0.830774148345593
"289",0,1,1,0,0.735885415569658
"290",0,1,1,0,0.527971802152082
"291",0,1,1,0,0.813171924691414
"292",0,1,1,0,0.737949388836789
"293",0,1,1,0,0.429641121231827
"294",0,1,1,0,0.787494170380557
"295",0,1,1,0,0.658680256381457
"296",0,1,1,0,0.87067691650944
"297",0,1,1,0,0.638002500431811
"298",0,1,1,0,0.539398793457089
"299",0,1,1,0,0.974441290054075
"300",0,1,1,0,0.922642120651959
"301",0,1,1,0,0.93907390996213
"302",0,1,1,0,0.832686298970415
"303",0,1,1,0,0.806478012804736
"304",0,1,1,0,0.980930267079371
"305",0,1,1,0,0.454408966352744
"306",0,1,1,0,0.950497175500881
"307",0,1,1,0,0.875784860931465
"308",0,1,1,0,0.916369318483519
"309",0,1,1,0,0.862353468052664
"310",0,1,1,0,0.877592842826274
"311",0,1,1,0,0.754355719180563
"312",0,1,1,0,0.760661095989771
"313",0,1,1,0,0.603657815861615
"314",0,1,1,0,0.403876217313938
"315",0,1,1,0,0.854462315800193
"316",0,1,1,0,0.793103854283823
"317",0,1,1,0,0.974902078932937
"318",0,1,1,0,0.311480183128646
"319",0,1,1,0,0.565191160259114
"320",0,1,1,0,0.726906460664644
"321",0,1,1,0,0.655343337996139
"322",0,1,1,0,0.655659836478648
"323",0,1,1,0,0.558552744967647
"324",0,1,1,0,0.529627301121308
"325",0,1,1,0,0.880887263016983
"326",0,1,1,0,0.790248930910983
"327",0,1,1,0,0.845464864747449
"328",0,1,1,0,0.716920370394514
"329",0,1,1,0,0.79639957047757
"330",0,1,1,0,0.897465561092327
"331",0,1,1,0,0.78254820665186
"332",0,1,1,0,0.980442077398429
"333",0,1,1,0,0.782980573175135
"334",0,1,1,0,0.260169055085756
"335",0,1,1,0,0.528192277211955
"336",0,1,1,0,0.982415328711659
"337",0,1,1,0,0.907633723748171
"338",0,1,1,0,0.25282893432174
"339",0,1,1,0,0.756861628602547
"340",0,1,1,0,0.868109121197655
"341",0,1,1,0,0.706772702743625
"342",0,1,1,0,0.797871922119366
"343",0,1,1,0,0.384562731193665
"344",0,1,1,0,0.247785844699435
"345",0,1,1,0,0.971979639871636
"346",0,1,1,0,0.821518031892392
"347",0,1,1,0,0.608724744019177
"348",0,1,1,0,0.834818664434126
"349",0,1,1,0,0.843011883412529
"350",0,1,1,0,0.972179396093962
"351",0,1,1,0,0.969692061495341
"352",0,1,1,0,0.609199448850139
"353",0,1,1,0,0.912746513102341
"354",0,1,1,0,0.509846652596172
"355",0,1,1,0,0.279984964588757
"356",0,1,1,0,0.702879919911377
"357",0,1,1,0,0.987647924403557
"358",0,1,1,0,0.780048060636138
"359",0,1,1,0,0.445198412700284
"360",0,1,1,0,0.812620163152612
"361",0,1,1,0,0.903532826283645
"362",0,1,1,0,0.245033107782531
"363",0,1,1,0,0.408966087856709
"364",0,1,1,0,0.652710408821157
"365",0,1,1,0,0.972107588678049
"366",0,1,1,0,0.928746433191924
"367",0,1,1,0,0.82283793462972
"368",0,1,1,0,0.545168492126925
"369",0,1,1,0,0.737777049477126
"370",0,1,1,0,0.570768971363431
"371",0,1,1,0,0.94658271977158
"372",0,1,1,0,0.950057288606545
"373",0,1,1,0,0.469155128419499
"374",0,1,1,0,0.958965649136876
"375",0,1,1,0,0.1258212975664
"376",0,1,1,0,0.85492266953235
"377",0,1,1,0,0.813383577525852
"378",0,1,1,0,0.999767567142253
"379",0,1,1,0,0.899929652386195
"380",0,1,1,0,0.983814763394222
"381",0,1,1,0,0.995776173241782
"382",0,1,1,0,0.314886471672114
"383",0,1,1,0,0.736870207524847
"384",0,1,1,0,0.995621683538762
"385",0,1,1,0,0.871692374983931
"386",0,1,1,0,0.908249445695113
"387",0,1,1,0,0.985601239644324
"388",0,1,1,0,0.939308474873462
"389",0,1,1,0,0.90526367187969
"390",0,1,1,0,0.715902749871574
"391",0,1,1,0,0.670198363156724
"392",0,1,1,0,0.86899588249817
"393",0,1,1,0,0.84124962119801
"394",0,1,1,0,0.744689005513781
"395",0,1,1,0,0.337855118814798
"396",0,1,1,0,0.746203279535
"397",0,1,1,0,0.944605142921088
"398",0,1,1,0,0.625627636183533
"399",0,1,1,0,0.869448586115362
"400",0,1,1,0,0.856463061369712
"401",0,1,1,0,0.966102927882297
"402",0,1,1,0,0.975074522178161
"403",0,1,1,0,0.704769643755731
"404",0,1,1,0,0.965410096692047
"405",0,1,1,0,0.750392817923588
"406",0,1,1,0,0.499186215143518
"407",0,1,1,0,0.63226360817462
"408",0,1,1,0,0.811910525052043
"409",0,1,1,0,0.741711744921102
"410",0,1,1,0,0.80530014505396
"411",0,1,1,0,0.804812864953351
"412",0,1,1,0,0.905974321538504
"413",0,1,1,0,0.6595289603582
"414",0,1,1,0,0.982405903260472
"415",0,1,1,0,0.858533502280158
"416",0,1,1,0,0.283119023388071
"417",0,1,1,0,0.658272312541302
"418",0,1,1,0,0.873450311613323
"419",0,1,1,0,0.607690972576246
"420",0,1,1,0,0.839178494716659
"421",0,1,1,0,0.965733629078513
"422",0,1,1,0,0.509637781357016
"423",0,1,1,0,0.744915130106892
"424",0,1,1,0,0.544734332094441
"425",0,1,1,0,0.30922736040332
"426",0,1,1,0,0.803951165529062
"427",0,1,1,0,0.888388286366634
"428",0,1,1,0,0.894497180847352
"429",0,1,1,0,0.308210950644
"430",0,1,1,0,0.303642440968019
"431",0,1,1,0,0.493984030851399
"432",0,1,1,0,0.797471742994252
"433",0,1,1,0,0.887207634510069
"434",0,1,1,0,0.936053547250259
"435",0,1,1,0,0.890648486379111
"436",0,1,1,0,0.488798382427731
"437",0,1,1,0,0.649748488553954
"438",0,1,1,0,0.780951043898323
"439",0,1,1,0,0.907218527340371
"440",0,1,1,0,0.970992769547855
"441",0,1,1,0,0.425460005901484
"442",0,1,1,0,0.826972992442278
"443",0,1,1,0,0.96767998241347
"444",0,1,1,0,0.677505155927822
"445",0,1,1,0,0.826209412720039
"446",0,1,1,0,0.514064767249363
"447",0,1,1,0,0.454998139040676
"448",0,1,1,0,0.859882920531183
"449",0,1,1,0,0.602046050422501
"450",0,1,1,0,0.355588632887111
"451",0,1,1,0,0.86573781338228
"452",0,1,1,0,0.840652803472566
"453",0,1,1,0,0.71661725269949
"454",0,1,1,0,0.877358160220208
"455",0,1,1,0,0.530446764816061
"456",0,1,1,0,0.674714716515917
"457",0,1,1,0,0.625387456239268
"458",0,1,1,0,0.794171894047329
"459",0,1,1,0,0.85621088880919
"460",0,1,1,0,0.933151831945518
"461",0,1,1,0,0.763549593470633
"462",0,1,1,0,0.570666896581604
"463",0,1,1,0,0.649580021690771
"464",0,1,1,0,0.920725116391003
"465",0,1,1,0,0.425294914607848
"466",0,1,1,0,0.380831750038254
"467",0,1,1,0,0.832170722493323
"468",0,1,1,0,0.890188215709181
"469",0,1,1,0,0.915744449008453
"470",0,1,1,0,0.753551101865424
"471",0,1,1,0,0.691883146843727
"472",0,1,1,0,0.950888644238141
"473",0,1,1,0,0.942025868102215
"474",0,1,1,0,0.78751297516766
"475",0,1,1,0,0.866936605204545
"476",0,1,1,0,0.787731396040435
"477",0,1,1,0,0.569810488992607
"478",0,1,1,0,0.978507110558249
"479",0,1,1,0,0.798142624881648
"480",0,1,1,0,0.431055930139768
"481",0,1,1,0,0.507851203556772
"482",0,1,1,0,0.946442722564215
"483",0,1,1,0,0.83941657905871
"484",0,1,1,0,0.404805226987539
"485",0,1,1,0,0.751869909051365
"486",0,1,1,0,0.887573274611355
"487",0,1,1,0,0.985425606257765
"488",0,1,1,0,0.619710836773817
"489",0,1,1,0,0.9404662231741
"490",0,1,1,0,0.588781452285322
"491",0,1,1,0,0.974749997953038
"492",0,1,1,0,0.855781730462213
"493",0,1,1,0,0.770478185868849
"494",0,1,1,0,0.766580564364193
"495",0,1,1,0,0.740085892564285
"496",0,1,1,0,0.963110480035609
"497",0,1,1,0,0.827956045878979
"498",0,1,1,0,0.500594358700591
"499",0,1,1,0,0.784074719039843
"500",0,1,1,0,0.566569061603288
"501",0,1,1,0,0.729067969608081
"502",0,1,1,0,0.300924396448791
"503",0,1,1,0,0.713940023034562
"504",0,1,1,0,0.779534244553793
"505",0,1,1,0,0.488427032580989
"506",0,1,1,0,0.762133461516404
"507",0,1,1,0,0.512878862007749
"508",0,1,1,0,0.683900237259647
"509",0,1,1,0,0.868809345113595
"510",0,1,1,0,0.683588536718097
"511",0,1,1,0,0.802725317673329
"512",0,1,1,0,0.937773853245423
"513",0,1,1,0,0.655140968857613
"514",0,1,1,0,0.717719787597069
"515",0,1,1,0,0.872602076836375
"516",0,1,1,0,0.878480191551353
"517",0,1,1,0,0.558188291824904
"518",0,1,1,0,0.30487731705764
"519",0,1,1,0,0.482790522765821
"520",0,1,1,0,0.29219233660759
"521",0,1,1,0,0.982102277119854
"522",0,1,1,0,0.940608036737178
"523",0,1,1,0,0.878731599409646
"524",0,1,1,0,0.52663569890266
"525",0,1,1,0,0.608024003608643
"526",0,1,1,0,0.80265370276928
"527",0,1,1,0,0.631741532746811
"528",0,1,1,0,0.921224062754158
"529",0,1,1,0,0.652428156108007
"530",0,1,1,0,0.720110096176472
"531",0,1,1,0,0.934316301647501
"532",0,1,1,0,0.46882361713085
"533",0,1,1,0,0.885650612510031
"534",0,1,1,0,0.818294268148066
"535",0,1,1,0,0.747444067553153
"536",0,1,1,0,0.900692483382552
"537",0,1,1,0,0.882988310267537
"538",0,1,1,0,0.976832591125488
"539",0,1,1,0,0.786634843924289
"540",0,1,1,0,0.488665532843022
"541",0,1,1,0,0.994734606376329
"542",0,1,1,0,0.64855080412948
"543",0,1,1,0,0.918755025195415
"544",0,1,1,0,0.933565121417011
"545",0,1,1,0,0.861924864242338
"546",0,1,1,0,0.972937885336911
"547",0,1,1,0,0.682318511854874
"548",0,1,1,0,0.627092849850048
"549",0,1,1,0,0.553169100073431
"550",0,1,1,0,0.835426096290852
"551",0,1,1,0,0.900960571765543
"552",0,1,1,0,0.294669229361525
"553",0,1,1,0,0.986445154590118
"554",0,1,1,0,0.974208218388975
"555",0,1,1,0,0.59287704430976
"556",0,1,1,0,0.789568605984827
"557",0,1,1,0,0.622121387846924
"558",0,1,1,0,0.742416437129446
"559",0,1,1,0,0.739574375353396
"560",0,1,1,0,0.98266664133704
"561",0,1,1,0,0.927734565185119
"562",0,1,1,0,0.838607029852921
"563",0,1,1,0,0.784660368424756
"564",0,1,1,0,0.522646491050193
"565",0,1,1,0,0.805317119082332
"566",0,1,1,0,0.672872930582414
"567",0,1,1,0,0.78246610108157
"568",0,1,1,0,0.540498587449019
"569",0,1,1,0,0.957580843273121
"570",0,1,1,0,0.967839486474676
"571",0,1,1,0,0.62459511390251
"572",0,1,1,0,0.64814902995939
"573",0,1,1,0,0.631003463269124
"574",0,1,1,0,0.649848001654683
"575",0,1,1,0,0.778074939448364
"576",0,1,1,0,0.846956193669354
"577",0,1,1,0,0.900566600096639
"578",0,1,1,0,0.661519715017871
"579",0,1,1,0,0.996816888605053
"580",0,1,1,0,0.391901091378185
"581",0,1,1,0,0.762443531511244
"582",0,1,1,0,0.986801564416247
"583",0,1,1,0,0.765450932294108
"584",0,1,1,0,0.781393526395137
"585",0,1,1,0,0.925721678242528
"586",0,1,1,0,0.719221537359547
"587",0,1,1,0,0.779742953767921
"588",0,1,1,0,0.959096748921277
"589",0,1,1,0,0.777000100845029
"590",0,1,1,0,0.466894391934402
"591",0,1,1,0,0.849833458690905
"592",0,1,1,0,0.711495318807461
"593",0,1,1,0,0.319759569008592
"594",0,1,1,0,0.884920136302491
"595",0,1,1,0,0.703472209779837
"596",0,1,1,0,0.981934843260077
"597",0,1,1,0,0.71566844755693
"598",0,1,1,0,0.972738478872999
"599",0,1,1,0,0.714534977436607
"600",0,1,1,0,0.638892778837555
"601",0,1,1,0,0.845319693936727
"602",0,1,1,0,0.943813580442595
"603",0,1,1,0,0.998861661254688
"604",0,1,1,0,0.691139529018344
"605",0,1,1,0,0.948299032112139
"606",0,1,1,0,0.838438611406951
"607",0,1,1,0,0.689798469498904
"608",0,1,1,0,0.65754337089064
"609",0,1,1,0,0.690686229482681
"610",0,1,1,0,0.724735549644604
"611",0,1,1,0,0.981523336317871
"612",0,1,1,0,0.587660314714411
"613",0,1,1,0,0.154725671480706
"614",0,1,1,0,0.869856747356426
"615",0,1,1,0,0.715013159623251
"616",0,1,1,0,0.68393230397755
"617",0,1,1,0,0.893925211414805
"618",0,1,1,0,0.550520387851019
"619",0,1,1,0,0.701295806920373
"620",0,1,1,0,0.889005522497782
"621",0,1,1,0,0.663920337132395
"622",0,1,1,0,0.845129331162939
"623",0,1,1,0,0.755773276978192
"624",0,1,1,0,0.781612637739498
"625",0,1,1,0,0.955051186121173
"626",0,1,1,0,0.555217283078489
"627",0,1,1,0,0.351337861980375
"628",0,1,1,0,0.734983916279133
"629",0,1,1,0,0.988028934318538
"630",0,1,1,0,0.719048265686409
"631",0,1,1,0,0.914744029796679
"632",0,1,1,0,0.319085946829527
"633",0,1,1,0,0.677897692594258
"634",0,1,1,0,0.882378204472976
"635",0,1,1,0,0.629233399728753
"636",0,1,1,0,0.915819692076577
"637",0,1,1,0,0.902948833449185
"638",0,1,1,0,0.517623857586809
"639",0,1,1,0,0.458433822762322
"640",0,1,1,0,0.9969173202078
"641",0,1,1,0,0.688009355873193
"642",0,1,1,0,0.751975317984312
"643",0,1,1,0,0.733324866668401
"644",0,1,1,0,0.544521783873239
"645",0,1,1,0,0.305796585062795
"646",0,1,1,0,0.931659600193997
"647",0,1,1,0,0.971915151160834
"648",0,1,1,0,0.955148901872983
"649",0,1,1,0,0.706200184805693
"650",0,1,1,0,0.556404844677189
"651",0,1,1,0,0.744404968651082
"652",0,1,1,0,0.674036032401874
"653",0,1,1,0,0.793851256420343
"654",0,1,1,0,0.529651996712603
"655",0,1,1,0,0.89287820451989
"656",0,1,1,0,0.905911811461382
"657",0,1,1,0,0.948128048129356
"658",0,1,1,0,0.995889064954102
"659",0,1,1,0,0.804547580607309
"660",0,1,1,0,0.541485695184274
"661",0,1,1,0,0.72615325569613
"662",0,1,1,0,0.786859649974183
"663",0,1,1,0,0.601982487421469
"664",0,1,1,0,0.852126289338336
"665",0,1,1,0,0.661109367170331
"666",0,1,1,0,0.2149653685287
"667",0,1,1,0,0.760786148503934
"668",0,1,1,0,0.929719461058227
"669",0,1,1,0,0.0946447094072876
"670",0,1,1,0,0.705162081762115
"671",0,1,1,0,0.862525275902007
"672",0,1,1,0,0.971496690549258
"673",0,1,1,0,0.409862901399091
"674",0,1,1,0,0.569839430522641
"675",0,1,1,0,0.79568968328284
"676",0,1,1,0,0.635948908287214
"677",0,1,1,0,0.346353305758167
"678",0,1,1,0,0.852808985946726
"679",0,1,1,0,0.562572141897984
"680",0,1,1,0,0.871726320176215
"681",0,1,1,0,0.570490010813438
"682",0,1,1,0,0.720619400874591
"683",0,1,1,0,0.896122026013051
"684",0,1,1,0,0.81552767629663
"685",0,1,1,0,0.731952658825132
"686",0,1,1,0,0.974300962691887
"687",0,1,1,0,0.737859566936615
"688",0,1,1,0,0.418988386229872
"689",0,1,1,0,0.684852996616304
"690",0,1,1,0,0.820068496094103
"691",0,1,1,0,0.906367612797666
"692",0,1,1,0,0.816616970129809
"693",0,1,1,0,0.958666188696375
"694",0,1,1,0,0.93943803526179
"695",0,1,1,0,0.576317048945154
"696",0,1,1,0,0.363193075997972
"697",0,1,1,0,0.626675200020685
"698",0,1,1,0,0.935030725202912
"699",0,1,1,0,0.987512417786005
"700",0,1,1,0,0.933278938945211
"701",0,1,1,0,0.920592988556945
"702",0,1,1,0,0.944428646426465
"703",0,1,1,0,0.890997076076286
"704",0,1,1,0,0.947086656503217
"705",0,1,1,0,0.908118901056373
"706",0,1,1,0,0.898182388238874
"707",0,1,1,0,0.61915026435677
"708",0,1,1,0,0.9236060720309
"709",0,1,1,0,0.781902556159704
"710",0,1,1,0,0.729175606587751
"711",0,1,1,0,0.976076080564363
"712",0,1,1,0,0.912014646493466
"713",0,1,1,0,0.601641813938201
"714",0,1,1,0,0.180631501915386
"715",0,1,1,0,0.886251784735526
"716",0,1,1,0,0.93021538604534
"717",0,1,1,0,0.864431731648496
"718",0,1,1,0,0.756536607957574
"719",0,1,1,0,0.723673071032416
"720",0,1,1,0,0.626840783339364
"721",0,1,1,0,0.804954934608099
"722",0,1,1,0,0.316803308733942
"723",0,1,1,0,0.899741092483824
"724",0,1,1,0,0.614258910840364
"725",0,1,1,0,0.470413875834832
"726",0,1,1,0,0.640075164465912
"727",0,1,1,0,0.631539229935465
"728",0,1,1,0,0.780535907277414
"729",0,1,1,0,0.557085698255662
"730",0,1,1,0,0.607607755131249
"731",0,1,1,0,0.847200818484539
"732",0,1,1,0,0.810689103774619
"733",0,1,1,0,0.50031150391077
